Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,2975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,2980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,2995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
XAU,3055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.711374915463,4383.088625084536,4508.522749830926,4341.277250169073,DEC26,SEP26,2026-09-25,2026-11-23,4424.9,4269.648294498076,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;IV_STATIC_FALLBACK:NO_VALID_IMPLIED_VOL;UNRESOLVED_EXPIRY,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4424.9;OCT26=4390.7;FEB28=4684;NOV26=4425.1;DEC26=4425.3;JAN27=4462.4;OCT27=5127.3;JUN27=4536.6;FEB27=4463.1;MAR27=4498.4;APR27=4499.5;MAY27=4537.45;DEC27=4667;JUL27=4576.7;AUG27=4576.5;SEP27=5415.5;DEC28=5597.1;JAN28=5665.2,SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,STATIC_FALLBACK,2026-09-28,5,33,0.0,NO_VALID_IMPLIED_VOL,5903,5527,0,6,369,NONE,NONE,OK,NONE,NONE,2026-09-18
