Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,147500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,157500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,167500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,172500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,177500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,182500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,187500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
BTC,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83221.52469373756,79428.47530626244,85118.04938747514,77531.95061252486,SEP26,SEP26,2026-09-25,2026-09-25,81325.0,75342.80038014844,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,SEP26=81325;DEC26=82415;OCT26=81755;NOV26=82017.5;MAR27=56540;JAN27=104725,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-10-30,29,54,0.0,NONE,268,268,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-18
